ID,Category,match_score,skills_found,missing_skills
75744306,HEALTHCARE,0.017122366,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
36094883,APPAREL,0.017116001,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13342150,ADVOCATE,0.017095459,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17392859,FINANCE,0.01707461,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
23246831,ACCOUNTANT,0.017053339,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20006992,AGRICULTURE,0.017021671,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20986595,DESIGNER,0.017014066,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22615491,BANKING,0.016983919,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28176889,CHEF,0.016983556,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
17150707,HR,0.016966826,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
25706337,DIGITAL-MEDIA,0.016953239,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
14014749,DESIGNER,0.016942891,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
16449694,AVIATION,0.016930137,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
17213671,BANKING,0.016928874,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
99416532,AVIATION,0.016919795,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15313140,ADVOCATE,0.016918772,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
12938389,FITNESS,0.016917233,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
30713796,BANKING,0.016902133,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22093368,FITNESS,0.016888345,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15337481,ADVOCATE,0.016821226,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17983957,CONSULTANT,0.016802907,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
25949631,DESIGNER,0.016778465,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
10840430,INFORMATION-TECHNOLOGY,0.016686845,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
18757174,BUSINESS-DEVELOPMENT,0.016659881,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
10247517,INFORMATION-TECHNOLOGY,0.016658003,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20880935,FINANCE,0.016646854,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
24658786,DIGITAL-MEDIA,0.016624833,['data analysis'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
16121015,SALES,0.016619121,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
11698189,HR,0.016605654,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
23761385,AVIATION,0.016603506,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
17556527,ACCOUNTANT,0.016593582,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28635795,ADVOCATE,0.016564695,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
62555739,CHEF,0.01655219,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
25873425,ADVOCATE,0.016524927,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26069113,ARTS,0.01649931,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
32605413,CHEF,0.016496362,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
10562768,APPAREL,0.016463734,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
82649935,ACCOUNTANT,0.016454375,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15602094,CONSULTANT,0.016424241,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
11847784,HR,0.016397721,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
59422148,SALES,0.016389513,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
18172739,BANKING,0.016387685,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27884470,BANKING,0.01636895,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
54308684,APPAREL,0.016295766,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
3547447,BANKING,0.016270582,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
16833515,AVIATION,0.016262659,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
23804341,ADVOCATE,0.016169797,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
36331163,CONSTRUCTION,0.016155998,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13215696,CONSULTANT,0.01611409,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
21283365,INFORMATION-TECHNOLOGY,0.016099809,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
15746146,APPAREL,0.016085519,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
16474898,FITNESS,0.016070259,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
42164460,ADVOCATE,0.016054045,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
95714702,ADVOCATE,0.016051001,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28383893,AVIATION,0.016000101,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
83206166,ARTS,0.015951264,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20488267,ARTS,0.015946411,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
11902276,PUBLIC-RELATIONS,0.015938369,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
29399491,SALES,0.015912364,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
11005406,DIGITAL-MEDIA,0.015875212,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
25923361,ARTS,0.015874273,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
24670867,FINANCE,0.015848792,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20626794,TEACHER,0.015796864,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
11378657,HEALTHCARE,0.015776165,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
10568183,HEALTHCARE,0.015756912,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20977412,FINANCE,0.015731744,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
24913648,INFORMATION-TECHNOLOGY,0.015727134,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15651486,INFORMATION-TECHNOLOGY,0.015665194,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
59818742,FINANCE,0.015643175,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
23416654,ACCOUNTANT,0.015630827,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
38457612,CONSULTANT,0.015613642,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
46260230,INFORMATION-TECHNOLOGY,0.015599202,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27573855,ACCOUNTANT,0.015596386,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17131084,BANKING,0.015562703,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
19161572,CONSULTANT,0.015490099,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22408666,TEACHER,0.015487627,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
26013403,FINANCE,0.015484195,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13593241,ADVOCATE,0.015465963,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
22718826,CONSTRUCTION,0.015464963,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
14496667,ACCOUNTANT,0.015463021,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
29173771,ADVOCATE,0.015454719,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27213082,BUSINESS-DEVELOPMENT,0.015447485,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
12695537,CONSTRUCTION,0.015405786,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
19037403,FITNESS,0.015400805,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
69199666,HEALTHCARE,0.015381618,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
58915642,DIGITAL-MEDIA,0.015371637,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
38946032,CONSTRUCTION,0.015358165,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27485716,INFORMATION-TECHNOLOGY,0.015314041,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
12780508,ACCOUNTANT,0.015301909,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17714174,APPAREL,0.015273994,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
57364820,CONSULTANT,0.015263546,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15363277,ACCOUNTANT,0.01524685,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
12092347,FITNESS,0.015246417,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
91635250,INFORMATION-TECHNOLOGY,0.015242313,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
31225895,APPAREL,0.015139,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
29297393,CONSULTANT,0.015135633,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
14346702,CONSULTANT,0.015130814,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
39142536,BANKING,0.015117041,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
33141415,CONSTRUCTION,0.015116018,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
21645690,BANKING,0.015109522,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
51363762,INFORMATION-TECHNOLOGY,0.01509374,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
14062078,HEALTHCARE,0.01508849,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20981299,ENGINEERING,0.015028106,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
29908929,BUSINESS-DEVELOPMENT,0.014992295,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27512470,AVIATION,0.014965327,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
18132924,ACCOUNTANT,0.014926186,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20765795,ADVOCATE,0.014923534,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
24322804,ENGINEERING,0.014904267,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
38535335,ENGINEERING,0.014880167,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27903191,FITNESS,0.01487539,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
24410405,ADVOCATE,0.014864242,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26279402,AVIATION,0.014814436,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13855004,TEACHER,0.014737856,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
21568833,CONSULTANT,0.014716395,['statistics'],"['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
37360517,SALES,0.014708793,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13569152,CONSULTANT,0.014707885,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
18827609,HR,0.014704446,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
11490673,FINANCE,0.014697691,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
11522068,FITNESS,0.014659633,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
92200491,SALES,0.014649371,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
34875813,CONSULTANT,0.014642894,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
56286525,FITNESS,0.014642258,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
26975573,ACCOUNTANT,0.014597089,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26070334,AGRICULTURE,0.014571414,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
63083944,CONSTRUCTION,0.014559966,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
84512719,AGRICULTURE,0.014557831,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
33578873,SALES,0.014549563,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
24710433,PUBLIC-RELATIONS,0.014537714,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
24611721,FINANCE,0.014533876,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
16899268,INFORMATION-TECHNOLOGY,0.014531522,['data analysis'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
23939133,TEACHER,0.014522932,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
33750209,HEALTHCARE,0.014506744,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
14150896,ARTS,0.014503572,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
36019469,ARTS,0.014460787,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
34151183,FITNESS,0.014445726,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
23302948,CONSULTANT,0.01444446,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
23666211,INFORMATION-TECHNOLOGY,0.014443593,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
18905648,DIGITAL-MEDIA,0.014426267,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
14036515,DIGITAL-MEDIA,0.014400977,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
38087844,SALES,0.01436775,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
64471954,HEALTHCARE,0.014358397,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
85766635,PUBLIC-RELATIONS,0.01431221,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15618327,AVIATION,0.014299164,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
99680385,AUTOMOBILE,0.014293432,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
19147947,SALES,0.014291106,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
25718772,AVIATION,0.014289272,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
21611212,TEACHER,0.014271927,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
30127072,BANKING,0.014270889,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
18354623,DIGITAL-MEDIA,0.014233112,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
37263609,DESIGNER,0.014226431,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
23438112,ACCOUNTANT,0.014222961,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
18856440,CONSULTANT,0.014220962,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13411858,CHEF,0.014213914,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26459032,FITNESS,0.014206271,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
98513424,FINANCE,0.014192235,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
12022566,ENGINEERING,0.014138677,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
27726066,CONSULTANT,0.014117696,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22319662,SALES,0.014108444,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15620421,SALES,0.014107516,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
31016926,CONSULTANT,0.01409492,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
29521434,APPAREL,0.014075299,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
10464113,SALES,0.014074379,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
26048718,HR,0.014060319,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
93828034,PUBLIC-RELATIONS,0.014046655,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
15802627,INFORMATION-TECHNOLOGY,0.014036535,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
22556198,CONSULTANT,0.014035906,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
32802563,ENGINEERING,0.014029442,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
50222417,ACCOUNTANT,0.013999691,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
88691367,CONSULTANT,0.013996209,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17686472,AVIATION,0.013984699,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
30864828,DIGITAL-MEDIA,0.013977039,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
31114531,ARTS,0.013975515,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
14391434,BANKING,0.013967602,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
45167858,BANKING,0.013935273,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
10889157,CHEF,0.013921956,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
99033098,ARTS,0.013918954,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
54421668,BANKING,0.013902881,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
18557164,HR,0.013898217,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
14667659,PUBLIC-RELATIONS,0.013883438,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
16270906,TEACHER,0.013867162,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
32433431,CONSULTANT,0.013844546,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20149476,ARTS,0.013843112,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
87520378,HEALTHCARE,0.013842762,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13907230,CONSTRUCTION,0.013824628,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
31948488,FINANCE,0.013823368,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
37391947,BUSINESS-DEVELOPMENT,0.013821187,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
58879993,HEALTHCARE,0.013805662,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
39237915,BUSINESS-DEVELOPMENT,0.013753692,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
29510501,AGRICULTURE,0.013701254,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26341987,DIGITAL-MEDIA,0.013685741,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20544228,ADVOCATE,0.013647218,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
28419927,BANKING,0.013589762,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
12045067,INFORMATION-TECHNOLOGY,0.013573711,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
14413257,APPAREL,0.013557171,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
86184722,HR,0.013507745,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26130673,PUBLIC-RELATIONS,0.013503514,['data analysis'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
21122155,FITNESS,0.013495049,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
49997097,ACCOUNTANT,0.013482181,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15575117,HR,0.013476458,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26767199,FINANCE,0.013472469,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
91189201,CONSULTANT,0.013441096,"['sql', 'excel', 'tableau']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
19774173,FITNESS,0.013430269,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
26750846,FINANCE,0.013419716,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15592167,ACCOUNTANT,0.013412208,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20272792,ADVOCATE,0.013407747,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
14491649,ACCOUNTANT,0.013404649,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
